MEAN_RR,MEDIAN_RR,SDRR,RMSSD,condition,FID,results
1193,1216,314.8858767,15.03790645,interruption,1193-1216-314.8858767-15.03790645,1
763,764,39.579581899999994,9.73590171,interruption,763-764-39.5795819-9.73590171,1
679,675,99.58380858,11.96647433,no stress,679-675-99.58380858-11.96647433,0
778,776,61.99043813,11.829086300000002,no stress,778-776-61.99043813-11.8290863,0
941,946,72.56045756,11.38949455,time pressure,941-946-72.56045756-11.38949455,1
898,846,325.8623249,19.25198415,no stress,898-846-325.8623249-19.25198415,0
850,853,71.75106899,16.01027708,interruption,850-853-71.75106899-16.01027708,1
760,759,60.05836471,10.07999442,interruption,760-759-60.05836471-10.07999442,1
786,786,47.0012227,12.73835691,no stress,786-786-47.0012227-12.73835691,0
880,884,92.42254349,14.2855135,time pressure,880-884-92.42254349-14.2855135,1
777,782,71.34450367,14.10660413,no stress,777-782-71.34450367-14.10660413,0
859,860,81.52807348,13.85422888,interruption,859-860-81.52807348-13.85422888,1
882,879,94.23082079,13.93618466,time pressure,882-879-94.23082079-13.93618466,1
706,703,68.21731753,10.02091473,no stress,706-703-68.21731753-10.02091473,0
840,843,110.4694413,14.77486189,interruption,840-843-110.4694413-14.77486189,1
659,637,102.32549370000001,9.426423382000001,no stress,659-637-102.3254937-9.426423382,0
997,1007,99.39328028,21.09784804,interruption,997-1007-99.39328028-21.09784804,1
921,931,96.69498631,19.4396215,no stress,921-931-96.69498631-19.4396215,0
920,924,112.24350530000001,15.79878256,time pressure,920-924-112.2435053-15.79878256,1
965,954,178.9084799,16.28949615,time pressure,965-954-178.9084799-16.28949615,1
723,713,73.63192256,22.36379985,no stress,723-713-73.63192256-22.36379985,0
780,779,48.75322078,10.99142936,no stress,780-779-48.75322078-10.99142936,0
1114,1111,117.66825049999998,18.99087166,time pressure,1114-1111-117.6682505-18.99087166,1
785,786,71.90449124,13.94181207,no stress,785-786-71.90449124-13.94181207,0
928,935,179.13942,17.09459476,time pressure,928-935-179.13942-17.09459476,1
772,773,51.8150582,10.28879567,interruption,772-773-51.8150582-10.28879567,1
873,862,50.92433058,8.843489068,interruption,873-862-50.92433058-8.843489068,1
922,887,121.53104669999999,15.87565221,no stress,922-887-121.5310467-15.87565221,0
944,840,366.4049185,13.27595613,no stress,944-840-366.4049185-13.27595613,0
866,852,99.70224094,12.31161334,no stress,866-852-99.70224094-12.31161334,0
712,703,80.17540197,19.6035532,interruption,712-703-80.17540197-19.6035532,1
810,764,293.8351771,16.58681663,no stress,810-764-293.8351771-16.58681663,0
796,799,75.06885353,16.20403466,no stress,796-799-75.06885353-16.20403466,0
884,822,239.7235813,19.20607631,time pressure,884-822-239.7235813-19.20607631,1
1127,1168,169.9108765,18.28262484,interruption,1127-1168-169.9108765-18.28262484,1
987,992,83.19822236,20.7039298,time pressure,987-992-83.19822236-20.7039298,1
793,789,66.35467103,13.64511952,no stress,793-789-66.35467103-13.64511952,0
903,908,95.70082812,22.0722402,interruption,903-908-95.70082812-22.0722402,1
1016,982,149.8455139,18.62436984,no stress,1016-982-149.8455139-18.62436984,0
842,842,64.17366421,13.48764931,time pressure,842-842-64.17366421-13.48764931,1
749,731,107.29507439999999,9.976823905,no stress,749-731-107.2950744-9.976823905,0
820,857,125.4216779,18.76288109,no stress,820-857-125.4216779-18.76288109,0
938,948,78.50409306,12.52361826,interruption,938-948-78.50409306-12.52361826,1
826,829,76.27670047,10.13826798,no stress,826-829-76.27670047-10.13826798,0
819,818,55.741426399999995,18.92155555,no stress,819-818-55.7414264-18.92155555,0
878,901,117.4193982,18.04823974,time pressure,878-901-117.4193982-18.04823974,1
747,728,103.63576640000001,13.13641642,time pressure,747-728-103.6357664-13.13641642,1
1202,1185,228.89256559999998,17.03712201,time pressure,1202-1185-228.8925656-17.03712201,1
853,854,56.62814566,14.53703358,no stress,853-854-56.62814566-14.53703358,0
713,720,100.27430759999999,9.467658711,no stress,713-720-100.2743076-9.467658711,0
666,661,47.019324499999996,9.224221127,no stress,666-661-47.0193245-9.224221127,0
872,858,90.8497108,12.68373951,no stress,872-858-90.8497108-12.68373951,0
801,756,178.3366038,15.32660786,interruption,801-756-178.3366038-15.32660786,1
811,835,128.4759927,12.63866603,no stress,811-835-128.4759927-12.63866603,0
774,771,44.28690188,10.97319751,no stress,774-771-44.28690188-10.97319751,0
1079,1081,144.75232749999998,23.10982334,interruption,1079-1081-144.7523275-23.10982334,1
797,797,45.52688356,13.485612699999997,no stress,797-797-45.52688356-13.4856127,0
988,1000,115.17333490000001,23.04057078,interruption,988-1000-115.1733349-23.04057078,1
824,834,105.7799188,15.51408507,no stress,824-834-105.7799188-15.51408507,0
772,776,43.3316593,9.808108746,interruption,772-776-43.3316593-9.808108746,1
678,660,81.97889875,18.37532041,no stress,678-660-81.97889875-18.37532041,0
730,722,73.80988856,9.867706419,no stress,730-722-73.80988856-9.867706419,0
751,760,64.69249889,9.797851223,no stress,751-760-64.69249889-9.797851223,0
753,748,75.98468189,24.17573676,interruption,753-748-75.98468189-24.17573676,1
728,726,43.72885727,9.644502958,no stress,728-726-43.72885727-9.644502958,0
995,1003,106.0654793,20.99924226,interruption,995-1003-106.0654793-20.99924226,1
772,784,98.99829951,13.73510954,no stress,772-784-98.99829951-13.73510954,0
771,768,45.35646379,11.00629201,no stress,771-768-45.35646379-11.00629201,0
954,955,60.78845058,11.98583686,no stress,954-955-60.78845058-11.98583686,0
676,677,170.9118971,18.630487699999996,interruption,676-677-170.9118971-18.6304877,1
731,587,243.19957180000003,10.83102464,no stress,731-587-243.1995718-10.83102464,0
954,953,65.79024499,11.65741798,time pressure,954-953-65.79024499-11.65741798,1
784,789,55.55122306,11.18891432,interruption,784-789-55.55122306-11.18891432,1
1153,1177,403.5885922,18.0739985,time pressure,1153-1177-403.5885922-18.0739985,1
740,598,242.09158619999997,11.27933383,no stress,740-598-242.0915862-11.27933383,0
718,708,145.4662389,20.30096113,time pressure,718-708-145.4662389-20.30096113,1
857,861,78.83404137,14.11861484,interruption,857-861-78.83404137-14.11861484,1
1204,1216,303.8200291,15.22256833,interruption,1204-1216-303.8200291-15.22256833,1
970,977,76.78926208,14.03416676,interruption,970-977-76.78926208-14.03416676,1
736,742,86.80563263,11.97772721,no stress,736-742-86.80563263-11.97772721,0
1061,1018,230.2951449,16.0237201,interruption,1061-1018-230.2951449-16.0237201,1
958,869,235.3485576,17.17445123,time pressure,958-869-235.3485576-17.17445123,1
748,746,56.06666408,9.922496887000001,interruption,748-746-56.06666408-9.922496887,1
817,827,58.81933051,14.57715494,interruption,817-827-58.81933051-14.57715494,1
851,855,56.25046975,14.19829912,time pressure,851-855-56.25046975-14.19829912,1
727,719,75.3524517,10.04087939,no stress,727-719-75.3524517-10.04087939,0
853,855,72.63839854,16.09425522,interruption,853-855-72.63839854-16.09425522,1
1023,1023,71.65682876,19.58694836,interruption,1023-1023-71.65682876-19.58694836,1
824,829,49.4174145,8.735062091,time pressure,824-829-49.4174145-8.735062091,1
779,769,153.5694544,18.05417664,no stress,779-769-153.5694544-18.05417664,0
909,935,107.4322875,11.17443363,no stress,909-935-107.4322875-11.17443363,0
759,730,149.400073,19.17895626,no stress,759-730-149.400073-19.17895626,0
1037,1034,116.5527754,21.04396817,interruption,1037-1034-116.5527754-21.04396817,1
642,657,142.9509206,14.76185812,no stress,642-657-142.9509206-14.76185812,0
832,842,78.90489606,19.58505999,interruption,832-842-78.90489606-19.58505999,1
895,897,85.01198717,12.97558,time pressure,895-897-85.01198717-12.97558,1
806,809,60.77218318,18.21623393,no stress,806-809-60.77218318-18.21623393,0
836,836,81.9671559,14.13914815,interruption,836-836-81.9671559-14.13914815,1
940,930,107.5601775,14.89464461,no stress,940-930-107.5601775-14.89464461,0
822,826,168.5476826,13.52367945,interruption,822-826-168.5476826-13.52367945,1
889,894,94.6914208,22.46752255,interruption,889-894-94.6914208-22.46752255,1
907,905,68.52630427,12.21015669,no stress,907-905-68.52630427-12.21015669,0
951,771,414.14575160000004,18.08955981,no stress,951-771-414.1457516-18.08955981,0
845,843,65.33936474,13.787332999999999,time pressure,845-843-65.33936474-13.787333,1
654,664,139.2101516,14.82863711,no stress,654-664-139.2101516-14.82863711,0
1051,1086,348.32458629999996,15.37595687,no stress,1051-1086-348.3245863-15.37595687,0
638,671,116.6912804,16.58049739,no stress,638-671-116.6912804-16.58049739,0
795,803,93.64542825,17.89714248,no stress,795-803-93.64542825-17.89714248,0
977,987,102.76011899999999,14.68862846,time pressure,977-987-102.760119-14.68862846,1
714,675,159.1290399,14.8915168,no stress,714-675-159.1290399-14.8915168,0
1015,1052,307.6592773,16.61554266,interruption,1015-1052-307.6592773-16.61554266,1
1007,1034,136.1461534,18.46863322,interruption,1007-1034-136.1461534-18.46863322,1
733,732,62.99136252,9.76125997,no stress,733-732-62.99136252-9.76125997,0
705,708,81.65652849,17.37540773,no stress,705-708-81.65652849-17.37540773,0
995,1004,104.54521319999999,21.29390171,interruption,995-1004-104.5452132-21.29390171,1
725,717,68.97665993,22.60275261,no stress,725-717-68.97665993-22.60275261,0
774,772,59.56540376,11.86766915,no stress,774-772-59.56540376-11.86766915,0
714,675,158.9605196,14.85801871,no stress,714-675-158.9605196-14.85801871,0
830,833,49.39606468,9.570410803,time pressure,830-833-49.39606468-9.570410803,1
792,793,49.28918433,13.55645547,no stress,792-793-49.28918433-13.55645547,0
724,730,66.5936424,9.379569119,no stress,724-730-66.5936424-9.379569119,0
850,853,68.80337758,13.21951308,time pressure,850-853-68.80337758-13.21951308,1
761,761,51.32327363,14.40711778,interruption,761-761-51.32327363-14.40711778,1
802,812,79.30832544,11.5061722,interruption,802-812-79.30832544-11.5061722,1
718,717,56.63222554,8.824924279,no stress,718-717-56.63222554-8.824924279,0
1147,1162,109.97621950000001,17.56681478,time pressure,1147-1162-109.9762195-17.56681478,1
778,797,99.80067436,12.89078135,no stress,778-797-99.80067436-12.89078135,0
933,957,118.5012943,19.69342335,time pressure,933-957-118.5012943-19.69342335,1
856,861,73.84752284,13.4393834,time pressure,856-861-73.84752284-13.4393834,1
751,725,205.93916399999998,15.96314773,interruption,751-725-205.939164-15.96314773,1
997,998,202.819647,16.25993407,time pressure,997-998-202.819647-16.25993407,1
1021,957,219.8207619,16.42146527,time pressure,1021-957-219.8207619-16.42146527,1
860,862,61.54069401,14.18873038,no stress,860-862-61.54069401-14.18873038,0
759,761,56.00882096,9.417082755,interruption,759-761-56.00882096-9.417082755,1
1011,1010,133.5541531,20.14352022,no stress,1011-1010-133.5541531-20.14352022,0
927,939,84.07671981,12.8133289,interruption,927-939-84.07671981-12.8133289,1
710,726,84.04575028,9.361122522,no stress,710-726-84.04575028-9.361122522,0
1049,997,397.27071739999997,17.19868391,no stress,1049-997-397.2707174-17.19868391,0
815,815,51.79254877,18.01609976,no stress,815-815-51.79254877-18.01609976,0
730,728,61.42277111,12.85387182,no stress,730-728-61.42277111-12.85387182,0
812,820,61.20598937,14.31453215,interruption,812-820-61.20598937-14.31453215,1
1011,1013,98.62314268,21.08658015,no stress,1011-1013-98.62314268-21.08658015,0
750,750,54.63102205,9.702902334,interruption,750-750-54.63102205-9.702902334,1
771,775,44.00749932,9.213928138,interruption,771-775-44.00749932-9.213928138,1
854,857,59.71635326,13.34660609,no stress,854-857-59.71635326-13.34660609,0
842,849,53.34265537,8.647677341,no stress,842-849-53.34265537-8.647677341,0
738,718,106.1404203,13.65818394,time pressure,738-718-106.1404203-13.65818394,1
952,952,63.88397929,10.21944566,time pressure,952-952-63.88397929-10.21944566,1
1089,1123,264.1428584,14.47336378,time pressure,1089-1123-264.1428584-14.47336378,1
1031,1035,107.4957166,23.63468897,no stress,1031-1035-107.4957166-23.63468897,0
1019,985,257.8045017,22.49422544,time pressure,1019-985-257.8045017-22.49422544,1
762,766,58.58076278,12.64990747,no stress,762-766-58.58076278-12.64990747,0
887,888,66.22165052,10.38080597,no stress,887-888-66.22165052-10.38080597,0
579,533,142.56472319999997,18.37643304,no stress,579-533-142.5647232-18.37643304,0
875,871,65.89920699999999,12.28951885,no stress,875-871-65.899207-12.28951885,0
754,753,56.42017095,9.807721116,interruption,754-753-56.42017095-9.807721116,1
1009,999,153.359103,17.68556886,interruption,1009-999-153.359103-17.68556886,1
1082,1099,114.85354879999998,12.38349164,time pressure,1082-1099-114.8535488-12.38349164,1
900,906,75.08888845,11.80353551,no stress,900-906-75.08888845-11.80353551,0
797,800,68.69975366,18.76367135,no stress,797-800-68.69975366-18.76367135,0
907,890,109.06996869999999,14.69757231,time pressure,907-890-109.0699687-14.69757231,1
859,862,68.94859169,16.67568653,no stress,859-862-68.94859169-16.67568653,0
1190,1119,293.3074131,17.05369696,time pressure,1190-1119-293.3074131-17.05369696,1
686,669,208.44970790000002,13.97580154,no stress,686-669-208.4497079-13.97580154,0
867,881,112.1968482,12.07217277,no stress,867-881-112.1968482-12.07217277,0
683,679,47.07071171,9.188477035,no stress,683-679-47.07071171-9.188477035,0
802,805,49.04411855,15.12915527,interruption,802-805-49.04411855-15.12915527,1
933,957,117.3949953,20.06595053,time pressure,933-957-117.3949953-20.06595053,1
692,678,109.51464569999999,11.56981911,no stress,692-678-109.5146457-11.56981911,0
730,751,127.5712649,14.15705199,no stress,730-751-127.5712649-14.15705199,0
992,1004,106.2777237,21.38319412,interruption,992-1004-106.2777237-21.38319412,1
832,833,60.96631754,18.42668859,time pressure,832-833-60.96631754-18.42668859,1
1107,1100,88.31957688,17.55444826,interruption,1107-1100-88.31957688-17.55444826,1
880,888,93.68769182,13.41648476,time pressure,880-888-93.68769182-13.41648476,1
923,772,340.6922338,14.82297825,no stress,923-772-340.6922338-14.82297825,0
734,755,84.64053394,15.40286798,no stress,734-755-84.64053394-15.40286798,0
1136,1145,119.82466129999999,18.48258817,time pressure,1136-1145-119.8246613-18.48258817,1
928,945,112.45226809999998,18.29211624,interruption,928-945-112.4522681-18.29211624,1
807,806,51.88982041,10.57007506,time pressure,807-806-51.88982041-10.57007506,1
782,787,53.17171026,13.49986037,no stress,782-787-53.17171026-13.49986037,0
616,644,111.3454375,17.19452612,no stress,616-644-111.3454375-17.19452612,0
829,839,95.26727387,17.10440978,interruption,829-839-95.26727387-17.10440978,1
886,890,77.76892085,16.66462447,no stress,886-890-77.76892085-16.66462447,0
1069,1082,125.4012002,20.53166228,interruption,1069-1082-125.4012002-20.53166228,1
870,856,96.82932859,12.46382946,no stress,870-856-96.82932859-12.46382946,0
898,883,105.1873057,14.02492542,no stress,898-883-105.1873057-14.02492542,0
958,966,132.9180648,21.3386729,no stress,958-966-132.9180648-21.3386729,0
899,909,92.29902433,12.41688515,no stress,899-909-92.29902433-12.41688515,0
743,747,85.67611968,13.01563888,no stress,743-747-85.67611968-13.01563888,0
718,714,49.94578908,9.224440184,no stress,718-714-49.94578908-9.224440184,0
944,931,121.7656652,14.63497419,no stress,944-931-121.7656652-14.63497419,0
1016,1038,126.01936629999999,19.05865434,interruption,1016-1038-126.0193663-19.05865434,1
727,721,75.46306721,23.09280365,no stress,727-721-75.46306721-23.09280365,0
739,737,46.44422987,10.84757161,no stress,739-737-46.44422987-10.84757161,0
783,786,79.62601553,25.72082609,interruption,783-786-79.62601553-25.72082609,1
661,663,86.02977042,14.06330004,no stress,661-663-86.02977042-14.06330004,0
1067,1030,400.9662358,17.43357164,no stress,1067-1030-400.9662358-17.43357164,0
895,892,56.64098569,9.68772902,interruption,895-892-56.64098569-9.68772902,1
819,825,51.33585869,8.528551643,time pressure,819-825-51.33585869-8.528551643,1
724,727,69.49971091,12.47566186,no stress,724-727-69.49971091-12.47566186,0
882,879,94.24777658,13.92520584,time pressure,882-879-94.24777658-13.92520584,1
883,879,54.49065971,8.989960891,interruption,883-879-54.49065971-8.989960891,1
831,827,114.3474925,14.31101889,interruption,831-827-114.3474925-14.31101889,1
1258,1331,297.15148519999997,14.40990837,no stress,1258-1331-297.1514852-14.40990837,0
722,719,51.60339521,9.601679935,no stress,722-719-51.60339521-9.601679935,0
